Date,HomeTeam,AwayTeam,FTHG,FTAG
21/08/15,Malaga,Sevilla,0,0
22/08/15,Ath Madrid,Las Palmas,1,0
22/08/15,Espanol,Getafe,1,0
22/08/15,La Coruna,Sociedad,0,0
22/08/15,Vallecano,Valencia,0,0
23/08/15,Ath Bilbao,Barcelona,0,1
23/08/15,Betis,Villarreal,1,1
23/08/15,Levante,Celta,1,2
23/08/15,Sp Gijon,Real Madrid,0,0
24/08/15,Granada,Eibar,1,3
28/08/15,Villarreal,Espanol,3,1
29/08/15,Barcelona,Malaga,1,0
29/08/15,Celta,Vallecano,3,0
29/08/15,Real Madrid,Betis,5,0
29/08/15,Sociedad,Sp Gijon,0,0
30/08/15,Eibar,Ath Bilbao,2,0
30/08/15,Getafe,Granada,1,2
30/08/15,Las Palmas,Levante,0,0
30/08/15,Sevilla,Ath Madrid,0,3
30/08/15,Valencia,La Coruna,1,1
11/09/15,Levante,Sevilla,1,1
12/09/15,Ath Madrid,Barcelona,1,2
12/09/15,Betis,Sociedad,1,0
12/09/15,Espanol,Real Madrid,0,6
12/09/15,Sp Gijon,Valencia,0,1
13/09/15,Ath Bilbao,Getafe,3,1
13/09/15,Celta,Las Palmas,3,3
13/09/15,Granada,Villarreal,1,3
13/09/15,Malaga,Eibar,0,0
14/09/15,Vallecano,La Coruna,1,3
18/09/15,Getafe,Malaga,1,0
19/09/15,Eibar,Ath Madrid,0,2
19/09/15,Real Madrid,Granada,1,0
19/09/15,Sociedad,Espanol,2,3
19/09/15,Valencia,Betis,0,0
20/09/15,Barcelona,Levante,4,1
20/09/15,La Coruna,Sp Gijon,2,3
20/09/15,Las Palmas,Vallecano,0,1
20/09/15,Sevilla,Celta,1,2
20/09/15,Villarreal,Ath Bilbao,3,1
22/09/15,Ath Madrid,Getafe,2,0
22/09/15,Espanol,Valencia,1,0
22/09/15,Granada,Sociedad,0,3
23/09/15,Ath Bilbao,Real Madrid,1,2
23/09/15,Celta,Barcelona,4,1
23/09/15,Las Palmas,Sevilla,2,0
23/09/15,Levante,Eibar,2,2
23/09/15,Malaga,Villarreal,0,1
23/09/15,Vallecano,Sp Gijon,2,1
24/09/15,Betis,La Coruna,1,2
25/09/15,Valencia,Granada,1,0
26/09/15,Barcelona,Las Palmas,2,1
26/09/15,Eibar,Celta,1,1
26/09/15,Real Madrid,Malaga,0,0
26/09/15,Sevilla,Vallecano,3,2
26/09/15,Villarreal,Ath Madrid,1,0
27/09/15,Getafe,Levante,3,0
27/09/15,La Coruna,Espanol,3,0
27/09/15,Sociedad,Ath Bilbao,0,0
27/09/15,Sp Gijon,Betis,1,2
02/10/15,Celta,Getafe,0,0
03/10/15,Espanol,Sp Gijon,1,2
03/10/15,Granada,La Coruna,1,1
03/10/15,Las Palmas,Eibar,0,2
03/10/15,Malaga,Sociedad,3,1
03/10/15,Sevilla,Barcelona,2,1
04/10/15,Ath Bilbao,Valencia,3,1
04/10/15,Ath Madrid,Real Madrid,1,1
04/10/15,Levante,Villarreal,1,0
04/10/15,Vallecano,Betis,0,2
17/10/15,Barcelona,Vallecano,5,2
17/10/15,Betis,Espanol,1,3
17/10/15,Eibar,Sevilla,1,1
17/10/15,Real Madrid,Levante,3,0
17/10/15,Valencia,Malaga,3,0
18/10/15,Getafe,Las Palmas,4,0
18/10/15,La Coruna,Ath Bilbao,2,2
18/10/15,Sociedad,Ath Madrid,0,2
18/10/15,Villarreal,Celta,1,2
19/10/15,Sp Gijon,Granada,3,3
23/10/15,Vallecano,Espanol,3,0
24/10/15,Celta,Real Madrid,1,3
24/10/15,Granada,Betis,1,1
24/10/15,Malaga,La Coruna,2,0
24/10/15,Sevilla,Getafe,5,0
25/10/15,Ath Madrid,Valencia,2,1
25/10/15,Barcelona,Eibar,3,1
25/10/15,Las Palmas,Villarreal,0,0
25/10/15,Levante,Sociedad,0,4
26/10/15,Ath Bilbao,Sp Gijon,3,0
30/10/15,La Coruna,Ath Madrid,1,1
31/10/15,Getafe,Barcelona,0,2
31/10/15,Real Madrid,Las Palmas,3,1
31/10/15,Sociedad,Celta,2,3
31/10/15,Valencia,Levante,3,0
31/10/15,Villarreal,Sevilla,2,1
01/11/15,Betis,Ath Bilbao,1,3
01/11/15,Eibar,Vallecano,1,0
01/11/15,Espanol,Granada,1,1
01/11/15,Sp Gijon,Malaga,1,0
06/11/15,Las Palmas,Sociedad,2,0
07/11/15,Celta,Valencia,1,5
07/11/15,Eibar,Getafe,3,1
07/11/15,Levante,La Coruna,1,1
07/11/15,Malaga,Betis,0,1
07/11/15,Vallecano,Granada,2,1
08/11/15,Ath Bilbao,Espanol,2,1
08/11/15,Ath Madrid,Sp Gijon,1,0
08/11/15,Barcelona,Villarreal,3,0
08/11/15,Sevilla,Real Madrid,3,2
21/11/15,Espanol,Malaga,2,0
21/11/15,La Coruna,Celta,2,0
21/11/15,Real Madrid,Barcelona,0,4
21/11/15,Sociedad,Sevilla,2,0
21/11/15,Valencia,Las Palmas,1,1
22/11/15,Betis,Ath Madrid,0,1
22/11/15,Granada,Ath Bilbao,2,0
22/11/15,Sp Gijon,Levante,0,3
22/11/15,Villarreal,Eibar,1,1
23/11/15,Getafe,Vallecano,1,1
27/11/15,Levante,Betis,0,1
28/11/15,Ath Madrid,Espanol,1,0
28/11/15,Barcelona,Sociedad,4,0
28/11/15,Celta,Sp Gijon,2,1
28/11/15,Las Palmas,La Coruna,0,2
28/11/15,Malaga,Granada,2,2
29/11/15,Eibar,Real Madrid,0,2
29/11/15,Getafe,Villarreal,2,0
29/11/15,Sevilla,Valencia,1,0
29/11/15,Vallecano,Ath Bilbao,0,3
05/12/15,Betis,Celta,1,1
05/12/15,Granada,Ath Madrid,0,2
05/12/15,La Coruna,Sevilla,1,1
05/12/15,Real Madrid,Getafe,4,1
05/12/15,Valencia,Barcelona,1,1
06/12/15,Ath Bilbao,Malaga,0,0
06/12/15,Sociedad,Eibar,2,1
06/12/15,Sp Gijon,Las Palmas,3,1
06/12/15,Villarreal,Vallecano,2,1
07/12/15,Espanol,Levante,1,1
11/12/15,Getafe,Sociedad,1,1
12/12/15,Barcelona,La Coruna,2,2
12/12/15,Celta,Espanol,1,0
12/12/15,Las Palmas,Betis,1,0
12/12/15,Levante,Granada,1,2
12/12/15,Sevilla,Sp Gijon,2,0
13/12/15,Ath Madrid,Ath Bilbao,2,1
13/12/15,Eibar,Valencia,1,1
13/12/15,Vallecano,Malaga,1,2
13/12/15,Villarreal,Real Madrid,1,0
19/12/15,Betis,Sevilla,0,0
19/12/15,Espanol,Las Palmas,1,0
19/12/15,La Coruna,Eibar,2,0
19/12/15,Valencia,Getafe,2,2
20/12/15,Ath Bilbao,Levante,2,0
20/12/15,Granada,Celta,0,2
20/12/15,Malaga,Ath Madrid,1,0
20/12/15,Real Madrid,Vallecano,10,2
20/12/15,Sociedad,Villarreal,0,2
30/12/15,Barcelona,Betis,4,0
30/12/15,Celta,Ath Bilbao,0,1
30/12/15,Eibar,Sp Gijon,2,0
30/12/15,Getafe,La Coruna,0,0
30/12/15,Las Palmas,Granada,4,1
30/12/15,Levante,Malaga,0,1
30/12/15,Real Madrid,Sociedad,3,1
30/12/15,Sevilla,Espanol,2,0
30/12/15,Vallecano,Ath Madrid,0,2
31/12/15,Villarreal,Valencia,1,0
02/01/16,Ath Madrid,Levante,1,0
02/01/16,Espanol,Barcelona,0,0
02/01/16,Malaga,Celta,2,0
03/01/16,Ath Bilbao,Las Palmas,2,2
03/01/16,Betis,Eibar,0,4
03/01/16,Granada,Sevilla,2,1
03/01/16,La Coruna,Villarreal,1,2
03/01/16,Valencia,Real Madrid,2,2
03/01/16,Vallecano,Sociedad,2,2
04/01/16,Sp Gijon,Getafe,1,2
09/01/16,Barcelona,Granada,4,0
09/01/16,Getafe,Betis,1,0
09/01/16,Levante,Vallecano,2,1
09/01/16,Real Madrid,La Coruna,5,0
09/01/16,Sevilla,Ath Bilbao,2,0
10/01/16,Celta,Ath Madrid,0,2
10/01/16,Eibar,Espanol,2,1
10/01/16,Las Palmas,Malaga,1,1
10/01/16,Sociedad,Valencia,2,0
10/01/16,Villarreal,Sp Gijon,2,0
16/01/16,Celta,Levante,4,3
16/01/16,Sevilla,Malaga,2,1
16/01/16,Sociedad,La Coruna,1,1
16/01/16,Villarreal,Betis,0,0
17/01/16,Barcelona,Ath Bilbao,6,0
17/01/16,Getafe,Espanol,3,1
17/01/16,Las Palmas,Ath Madrid,0,3
17/01/16,Real Madrid,Sp Gijon,5,1
17/01/16,Valencia,Vallecano,2,2
18/01/16,Eibar,Granada,5,1
22/01/16,Sp Gijon,Sociedad,5,1
23/01/16,Espanol,Villarreal,2,2
23/01/16,Granada,Getafe,3,2
23/01/16,Malaga,Barcelona,1,2
23/01/16,Vallecano,Celta,3,0
24/01/16,Ath Bilbao,Eibar,5,2
24/01/16,Ath Madrid,Sevilla,0,0
24/01/16,Betis,Real Madrid,1,1
24/01/16,La Coruna,Valencia,1,1
25/01/16,Levante,Las Palmas,3,2
30/01/16,Barcelona,Ath Madrid,2,1
30/01/16,Eibar,Malaga,1,2
30/01/16,Getafe,Ath Bilbao,0,1
30/01/16,Sociedad,Betis,2,1
30/01/16,Villarreal,Granada,1,0
31/01/16,Las Palmas,Celta,2,1
31/01/16,Real Madrid,Espanol,6,0
31/01/16,Sevilla,Levante,3,1
31/01/16,Valencia,Sp Gijon,0,1
01/02/16,La Coruna,Vallecano,2,2
05/02/16,Malaga,Getafe,3,0
06/02/16,Ath Bilbao,Villarreal,0,0
06/02/16,Ath Madrid,Eibar,3,1
06/02/16,Sp Gijon,La Coruna,1,1
06/02/16,Vallecano,Las Palmas,2,0
07/02/16,Betis,Valencia,1,0
07/02/16,Celta,Sevilla,1,1
07/02/16,Granada,Real Madrid,1,2
07/02/16,Levante,Barcelona,0,2
08/02/16,Espanol,Sociedad,0,5
12/02/16,Sp Gijon,Vallecano,2,2
13/02/16,La Coruna,Betis,2,2
13/02/16,Real Madrid,Ath Bilbao,4,2
13/02/16,Valencia,Espanol,2,1
13/02/16,Villarreal,Malaga,1,0
14/02/16,Barcelona,Celta,6,1
14/02/16,Eibar,Levante,2,0
14/02/16,Getafe,Ath Madrid,0,1
14/02/16,Sevilla,Las Palmas,2,0
14/02/16,Sociedad,Granada,3,0
17/02/16,Sp Gijon,Barcelona,1,3
19/02/16,Levante,Getafe,3,0
20/02/16,Betis,Sp Gijon,1,1
20/02/16,Celta,Eibar,3,2
20/02/16,Espanol,La Coruna,1,0
20/02/16,Las Palmas,Barcelona,1,2
21/02/16,Ath Bilbao,Sociedad,0,1
21/02/16,Ath Madrid,Villarreal,0,0
21/02/16,Granada,Valencia,1,2
21/02/16,Malaga,Real Madrid,1,1
21/02/16,Vallecano,Sevilla,2,2
26/02/16,Eibar,Las Palmas,0,1
27/02/16,Betis,Vallecano,2,2
27/02/16,Getafe,Celta,0,1
27/02/16,Real Madrid,Ath Madrid,0,1
27/02/16,Sociedad,Malaga,1,1
27/02/16,Sp Gijon,Espanol,2,4
28/02/16,Barcelona,Sevilla,2,1
28/02/16,La Coruna,Granada,0,1
28/02/16,Valencia,Ath Bilbao,0,3
28/02/16,Villarreal,Levante,3,0
01/03/16,Ath Madrid,Sociedad,3,0
01/03/16,Las Palmas,Getafe,4,0
02/03/16,Ath Bilbao,La Coruna,4,1
02/03/16,Celta,Villarreal,0,0
02/03/16,Levante,Real Madrid,1,3
02/03/16,Malaga,Valencia,1,2
02/03/16,Sevilla,Eibar,1,0
03/03/16,Espanol,Betis,0,3
03/03/16,Granada,Sp Gijon,2,0
03/03/16,Vallecano,Barcelona,1,5
05/03/16,Getafe,Sevilla,1,1
05/03/16,La Coruna,Malaga,3,3
05/03/16,Real Madrid,Celta,7,1
05/03/16,Villarreal,Las Palmas,0,1
06/03/16,Betis,Granada,2,0
06/03/16,Eibar,Barcelona,0,4
06/03/16,Sociedad,Levante,1,1
06/03/16,Sp Gijon,Ath Bilbao,0,2
06/03/16,Valencia,Ath Madrid,1,3
07/03/16,Espanol,Vallecano,2,1
11/03/16,Malaga,Sp Gijon,1,0
12/03/16,Ath Madrid,La Coruna,3,0
12/03/16,Barcelona,Getafe,6,0
12/03/16,Celta,Sociedad,1,0
12/03/16,Vallecano,Eibar,1,1
13/03/16,Ath Bilbao,Betis,3,1
13/03/16,Las Palmas,Real Madrid,1,2
13/03/16,Levante,Valencia,1,0
13/03/16,Sevilla,Villarreal,4,2
14/03/16,Granada,Espanol,1,1
18/03/16,Getafe,Eibar,1,1
19/03/16,Betis,Malaga,0,1
19/03/16,Granada,Vallecano,2,2
19/03/16,La Coruna,Levante,2,1
19/03/16,Sociedad,Las Palmas,0,1
19/03/16,Sp Gijon,Ath Madrid,2,1
20/03/16,Espanol,Ath Bilbao,2,1
20/03/16,Real Madrid,Sevilla,4,0
20/03/16,Valencia,Celta,0,2
20/03/16,Villarreal,Barcelona,2,2
01/04/16,Vallecano,Getafe,2,0
02/04/16,Ath Madrid,Betis,5,1
02/04/16,Barcelona,Real Madrid,1,2
02/04/16,Celta,La Coruna,1,1
02/04/16,Las Palmas,Valencia,2,1
03/04/16,Ath Bilbao,Granada,1,1
03/04/16,Eibar,Villarreal,1,2
03/04/16,Malaga,Espanol,1,1
03/04/16,Sevilla,Sociedad,1,2
04/04/16,Levante,Sp Gijon,0,0
08/04/16,Granada,Malaga,0,0
09/04/16,Betis,Levante,1,0
09/04/16,Espanol,Ath Madrid,1,3
09/04/16,Real Madrid,Eibar,4,0
09/04/16,Sociedad,Barcelona,1,0
10/04/16,Ath Bilbao,Vallecano,1,0
10/04/16,Sp Gijon,Celta,0,1
10/04/16,Valencia,Sevilla,2,1
10/04/16,Villarreal,Getafe,2,0
11/04/16,La Coruna,Las Palmas,1,3
15/04/16,Levante,Espanol,2,1
16/04/16,Celta,Betis,1,1
16/04/16,Eibar,Sociedad,2,1
16/04/16,Getafe,Real Madrid,1,5
16/04/16,Las Palmas,Sp Gijon,1,1
17/04/16,Ath Madrid,Granada,3,0
17/04/16,Barcelona,Valencia,1,2
17/04/16,Malaga,Ath Bilbao,0,1
17/04/16,Sevilla,La Coruna,1,1
17/04/16,Vallecano,Villarreal,2,1
19/04/16,Betis,Las Palmas,1,0
19/04/16,Espanol,Celta,1,1
20/04/16,Ath Bilbao,Ath Madrid,0,1
20/04/16,La Coruna,Barcelona,0,8
20/04/16,Malaga,Vallecano,1,1
20/04/16,Real Madrid,Villarreal,3,0
20/04/16,Sp Gijon,Sevilla,2,1
20/04/16,Valencia,Eibar,4,0
21/04/16,Granada,Levante,5,1
21/04/16,Sociedad,Getafe,1,2
22/04/16,Las Palmas,Espanol,4,0
23/04/16,Ath Madrid,Malaga,1,0
23/04/16,Barcelona,Sp Gijon,6,0
23/04/16,Eibar,La Coruna,1,1
23/04/16,Vallecano,Real Madrid,2,3
24/04/16,Getafe,Valencia,2,2
24/04/16,Levante,Ath Bilbao,2,2
24/04/16,Sevilla,Betis,2,0
24/04/16,Villarreal,Sociedad,0,0
25/04/16,Celta,Granada,2,1
29/04/16,Sp Gijon,Eibar,2,0
30/04/16,Ath Madrid,Vallecano,1,0
30/04/16,Betis,Barcelona,0,2
30/04/16,Granada,Las Palmas,3,2
30/04/16,Sociedad,Real Madrid,0,1
01/05/16,Ath Bilbao,Celta,2,1
01/05/16,Espanol,Sevilla,1,0
01/05/16,La Coruna,Getafe,0,2
01/05/16,Valencia,Villarreal,0,2
02/05/16,Malaga,Levante,3,1
08/05/16,Barcelona,Espanol,5,0
08/05/16,Celta,Malaga,1,0
08/05/16,Eibar,Betis,1,1
08/05/16,Getafe,Sp Gijon,1,1
08/05/16,Las Palmas,Ath Bilbao,0,0
08/05/16,Levante,Ath Madrid,2,1
08/05/16,Real Madrid,Valencia,3,2
08/05/16,Sevilla,Granada,1,4
08/05/16,Sociedad,Vallecano,2,1
08/05/16,Villarreal,La Coruna,0,2
13/05/16,Valencia,Sociedad,0,1
14/05/16,Ath Bilbao,Sevilla,3,1
14/05/16,Ath Madrid,Celta,2,0
14/05/16,Granada,Barcelona,0,3
14/05/16,La Coruna,Real Madrid,0,2
15/05/16,Betis,Getafe,2,1
15/05/16,Espanol,Eibar,4,2
15/05/16,Malaga,Las Palmas,4,1
15/05/16,Sp Gijon,Villarreal,2,0
15/05/16,Vallecano,Levante,3,1
19/08/16,La Coruna,Eibar,2,1
19/08/16,Malaga,Osasuna,1,1
20/08/16,Barcelona,Betis,6,2
20/08/16,Granada,Villarreal,1,1
20/08/16,Sevilla,Espanol,6,4
21/08/16,Ath Madrid,Alaves,1,1
21/08/16,Sociedad,Real Madrid,0,3
21/08/16,Sp Gijon,Ath Bilbao,2,1
22/08/16,Celta,Leganes,0,1
22/08/16,Valencia,Las Palmas,2,4
26/08/16,Betis,La Coruna,0,0
26/08/16,Espanol,Malaga,2,2
27/08/16,Eibar,Valencia,1,0
27/08/16,Leganes,Ath Madrid,0,0
27/08/16,Osasuna,Sociedad,0,2
27/08/16,Real Madrid,Celta,2,1
28/08/16,Alaves,Sp Gijon,0,0
28/08/16,Ath Bilbao,Barcelona,0,1
28/08/16,Las Palmas,Granada,5,1
28/08/16,Villarreal,Sevilla,0,0
09/09/16,Sociedad,Espanol,1,1
10/09/16,Barcelona,Alaves,1,2
10/09/16,Celta,Ath Madrid,0,4
10/09/16,Malaga,Villarreal,0,2
10/09/16,Real Madrid,Osasuna,5,2
10/09/16,Sevilla,Las Palmas,2,1
11/09/16,Granada,Eibar,1,2
11/09/16,La Coruna,Ath Bilbao,0,1
11/09/16,Sp Gijon,Leganes,2,1
11/09/16,Valencia,Betis,2,3
16/09/16,Betis,Granada,2,2
17/09/16,Ath Madrid,Sp Gijon,5,0
17/09/16,Eibar,Sevilla,1,1
17/09/16,Las Palmas,Malaga,1,0
17/09/16,Leganes,Barcelona,1,5
18/09/16,Ath Bilbao,Valencia,2,1
18/09/16,Espanol,Real Madrid,0,2
18/09/16,Osasuna,Celta,0,0
18/09/16,Villarreal,Sociedad,2,1
19/09/16,Alaves,La Coruna,0,0
20/09/16,Malaga,Eibar,2,1
20/09/16,Sevilla,Betis,1,0
21/09/16,Barcelona,Ath Madrid,1,1
21/09/16,Celta,Sp Gijon,2,1
21/09/16,Granada,Ath Bilbao,1,2
21/09/16,Real Madrid,Villarreal,1,1
21/09/16,Sociedad,Las Palmas,4,1
22/09/16,La Coruna,Leganes,1,2
22/09/16,Osasuna,Espanol,1,2
22/09/16,Valencia,Alaves,2,1
23/09/16,Betis,Malaga,1,0
24/09/16,Ath Bilbao,Sevilla,3,1
24/09/16,Eibar,Sociedad,2,0
24/09/16,Las Palmas,Real Madrid,2,2
24/09/16,Sp Gijon,Barcelona,0,5
25/09/16,Ath Madrid,La Coruna,1,0
25/09/16,Espanol,Celta,0,2
25/09/16,Leganes,Valencia,1,2
25/09/16,Villarreal,Osasuna,3,1
26/09/16,Alaves,Granada,3,1
30/09/16,Sociedad,Betis,1,0
01/10/16,Granada,Leganes,0,1
01/10/16,La Coruna,Sp Gijon,2,1
01/10/16,Osasuna,Las Palmas,2,2
01/10/16,Sevilla,Alaves,2,1
02/10/16,Celta,Barcelona,4,3
02/10/16,Espanol,Villarreal,0,0
02/10/16,Malaga,Ath Bilbao,2,1
02/10/16,Real Madrid,Eibar,1,1
02/10/16,Valencia,Ath Madrid,0,2
14/10/16,Las Palmas,Espanol,0,0
15/10/16,Ath Madrid,Granada,7,1
15/10/16,Barcelona,La Coruna,4,0
15/10/16,Betis,Real Madrid,1,6
15/10/16,Leganes,Sevilla,2,3
16/10/16,Alaves,Malaga,1,1
16/10/16,Ath Bilbao,Sociedad,3,2
16/10/16,Sp Gijon,Valencia,1,2
16/10/16,Villarreal,Celta,5,0
17/10/16,Eibar,Osasuna,2,3
21/10/16,Osasuna,Betis,1,2
22/10/16,Espanol,Eibar,3,3
22/10/16,Granada,Sp Gijon,0,0
22/10/16,Sociedad,Alaves,3,0
22/10/16,Valencia,Barcelona,2,3
23/10/16,Celta,La Coruna,4,1
23/10/16,Malaga,Leganes,4,0
23/10/16,Real Madrid,Ath Bilbao,2,1
23/10/16,Sevilla,Ath Madrid,1,0
23/10/16,Villarreal,Las Palmas,2,1
28/10/16,Leganes,Sociedad,0,2
29/10/16,Alaves,Real Madrid,1,4
29/10/16,Ath Madrid,Malaga,4,2
29/10/16,Barcelona,Granada,1,0
29/10/16,Sp Gijon,Sevilla,1,1
30/10/16,Ath Bilbao,Osasuna,1,1
30/10/16,Betis,Espanol,0,1
30/10/16,Eibar,Villarreal,2,1
30/10/16,Las Palmas,Celta,3,3
31/10/16,La Coruna,Valencia,1,1
04/11/16,Malaga,Sp Gijon,3,2
05/11/16,Granada,La Coruna,1,1
05/11/16,Las Palmas,Eibar,1,0
05/11/16,Osasuna,Alaves,0,1
05/11/16,Sociedad,Ath Madrid,2,0
06/11/16,Celta,Valencia,2,1
06/11/16,Espanol,Ath Bilbao,0,0
06/11/16,Real Madrid,Leganes,3,0
06/11/16,Sevilla,Barcelona,1,2
06/11/16,Villarreal,Betis,2,0
18/11/16,Betis,Las Palmas,2,0
19/11/16,Ath Madrid,Real Madrid,0,3
19/11/16,Barcelona,Malaga,0,0
19/11/16,Eibar,Celta,1,0
19/11/16,La Coruna,Sevilla,2,3
20/11/16,Alaves,Espanol,0,1
20/11/16,Ath Bilbao,Villarreal,1,0
20/11/16,Sp Gijon,Sociedad,1,3
20/11/16,Valencia,Granada,1,1
21/11/16,Leganes,Osasuna,2,0
25/11/16,Eibar,Betis,3,1
26/11/16,Espanol,Leganes,3,0
26/11/16,Malaga,La Coruna,4,3
26/11/16,Real Madrid,Sp Gijon,2,1
26/11/16,Sevilla,Valencia,2,1
27/11/16,Celta,Granada,3,1
27/11/16,Osasuna,Ath Madrid,0,3
27/11/16,Sociedad,Barcelona,1,1
27/11/16,Villarreal,Alaves,0,2
28/11/16,Las Palmas,Ath Bilbao,3,1
03/12/16,Ath Madrid,Espanol,0,0
03/12/16,Barcelona,Real Madrid,1,1
03/12/16,Granada,Sevilla,2,1
03/12/16,Leganes,Villarreal,0,0
04/12/16,Alaves,Las Palmas,1,1
04/12/16,Ath Bilbao,Eibar,3,1
04/12/16,Betis,Celta,3,3
04/12/16,Sp Gijon,Osasuna,3,1
04/12/16,Valencia,Malaga,2,2
05/12/16,La Coruna,Sociedad,5,1
09/12/16,Malaga,Granada,1,1
10/12/16,Las Palmas,Leganes,1,1
10/12/16,Osasuna,Barcelona,0,3
10/12/16,Real Madrid,La Coruna,3,2
10/12/16,Sociedad,Valencia,3,2
11/12/16,Betis,Ath Bilbao,1,0
11/12/16,Celta,Sevilla,0,3
11/12/16,Eibar,Alaves,0,0
11/12/16,Espanol,Sp Gijon,2,1
12/12/16,Villarreal,Ath Madrid,3,0
16/12/16,Alaves,Betis,1,0
17/12/16,Ath Madrid,Las Palmas,1,0
17/12/16,Granada,Sociedad,0,2
17/12/16,Sevilla,Malaga,4,1
17/12/16,Sp Gijon,Villarreal,1,3
18/12/16,Barcelona,Espanol,4,1
18/12/16,La Coruna,Osasuna,2,0
18/12/16,Leganes,Eibar,1,1
19/12/16,Ath Bilbao,Celta,2,1
06/01/17,Espanol,La Coruna,1,1
07/01/17,Eibar,Ath Madrid,0,2
07/01/17,Las Palmas,Sp Gijon,1,0
07/01/17,Real Madrid,Granada,5,0
07/01/17,Sociedad,Sevilla,0,4
08/01/17,Ath Bilbao,Alaves,0,0
08/01/17,Betis,Leganes,2,0
08/01/17,Celta,Malaga,3,1
08/01/17,Villarreal,Barcelona,1,1
09/01/17,Osasuna,Valencia,3,3
14/01/17,Ath Madrid,Betis,1,0
14/01/17,Barcelona,Las Palmas,5,0
14/01/17,La Coruna,Villarreal,0,0
14/01/17,Leganes,Ath Bilbao,0,0
15/01/17,Celta,Alaves,1,0
15/01/17,Granada,Osasuna,1,1
15/01/17,Sevilla,Real Madrid,2,1
15/01/17,Sp Gijon,Eibar,2,3
15/01/17,Valencia,Espanol,2,1
16/01/17,Malaga,Sociedad,0,2
20/01/17,Las Palmas,La Coruna,1,1
21/01/17,Alaves,Leganes,2,2
21/01/17,Espanol,Granada,3,1
21/01/17,Real Madrid,Malaga,2,1
21/01/17,Villarreal,Valencia,0,2
22/01/17,Ath Bilbao,Ath Madrid,2,2
22/01/17,Betis,Sp Gijon,0,0
22/01/17,Eibar,Barcelona,0,4
22/01/17,Osasuna,Sevilla,3,4
22/01/17,Sociedad,Celta,1,0
27/01/17,Osasuna,Malaga,1,1
28/01/17,Alaves,Ath Madrid,0,0
28/01/17,Eibar,La Coruna,3,1
28/01/17,Leganes,Celta,0,2
28/01/17,Villarreal,Granada,2,0
29/01/17,Ath Bilbao,Sp Gijon,2,1
29/01/17,Betis,Barcelona,1,1
29/01/17,Espanol,Sevilla,3,1
29/01/17,Real Madrid,Sociedad,3,0
30/01/17,Las Palmas,Valencia,3,1
04/02/17,Ath Madrid,Leganes,2,0
04/02/17,Barcelona,Ath Bilbao,3,0
04/02/17,Malaga,Espanol,0,1
04/02/17,Valencia,Eibar,0,4
05/02/17,Sevilla,Villarreal,0,0
05/02/17,Sociedad,Osasuna,3,2
05/02/17,Sp Gijon,Alaves,2,4
06/02/17,Granada,Las Palmas,1,0
10/02/17,Espanol,Sociedad,1,2
11/02/17,Alaves,Barcelona,0,6
11/02/17,Ath Bilbao,La Coruna,2,1
11/02/17,Betis,Valencia,0,0
11/02/17,Osasuna,Real Madrid,1,3
12/02/17,Ath Madrid,Celta,3,2
12/02/17,Las Palmas,Sevilla,0,1
12/02/17,Leganes,Sp Gijon,0,2
12/02/17,Villarreal,Malaga,1,1
13/02/17,Eibar,Granada,4,0
17/02/17,Granada,Betis,4,1
18/02/17,La Coruna,Alaves,0,1
18/02/17,Real Madrid,Espanol,2,0
18/02/17,Sevilla,Eibar,2,0
18/02/17,Sp Gijon,Ath Madrid,1,4
19/02/17,Barcelona,Leganes,2,1
19/02/17,Celta,Osasuna,3,0
19/02/17,Sociedad,Villarreal,0,1
19/02/17,Valencia,Ath Bilbao,2,0
20/02/17,Malaga,Las Palmas,2,1
22/02/17,Valencia,Real Madrid,2,1
24/02/17,Las Palmas,Sociedad,0,1
25/02/17,Alaves,Valencia,2,1
25/02/17,Betis,Sevilla,1,2
25/02/17,Eibar,Malaga,3,0
25/02/17,Leganes,La Coruna,4,0
26/02/17,Ath Bilbao,Granada,3,1
26/02/17,Ath Madrid,Barcelona,1,2
26/02/17,Espanol,Osasuna,3,0
26/02/17,Sp Gijon,Celta,1,1
26/02/17,Villarreal,Real Madrid,2,3
28/02/17,Malaga,Betis,1,2
28/02/17,Sociedad,Eibar,2,2
28/02/17,Valencia,Leganes,1,0
01/03/17,Barcelona,Sp Gijon,6,1
01/03/17,Celta,Espanol,2,2
01/03/17,Granada,Alaves,2,1
01/03/17,Osasuna,Villarreal,1,4
01/03/17,Real Madrid,Las Palmas,3,3
02/03/17,La Coruna,Ath Madrid,1,1
02/03/17,Sevilla,Ath Bilbao,1,0
03/03/17,Betis,Sociedad,2,3
04/03/17,Barcelona,Celta,5,0
04/03/17,Eibar,Real Madrid,1,4
04/03/17,Leganes,Granada,1,0
04/03/17,Villarreal,Espanol,2,0
05/03/17,Ath Bilbao,Malaga,1,0
05/03/17,Ath Madrid,Valencia,3,0
05/03/17,Las Palmas,Osasuna,5,2
05/03/17,Sp Gijon,La Coruna,0,1
06/03/17,Alaves,Sevilla,1,1
08/03/17,La Coruna,Betis,1,1
10/03/17,Espanol,Las Palmas,4,3
11/03/17,Granada,Ath Madrid,0,1
11/03/17,Malaga,Alaves,1,2
11/03/17,Sevilla,Leganes,1,1
11/03/17,Valencia,Sp Gijon,1,1
12/03/17,Celta,Villarreal,0,1
